sentence,label
意外险和与工伤待遇有什么不同,0
交强险和三责险，不买车损险可以吗,0
投保人有什么权利和义务,0
现在的车损险还有必要么,0
想改自己买一份健康险，没那个好呢。今年30岁，女,0
买了社保，是不是就不用买商业保险了？,0
满一年上保险，有几险,0
失业几个月了求帮助,0
驾车过失致人死亡，交强险需要理赔吗,0
办居民医保麻烦不！需要些什么！之前一直没有办。,0
是不是保险买商业险百伍万才可以买的别的险,0
我在犹豫期内退保，真的能退成功吗,0
"老婆快生小孩了,啥时候给孩子买健康险合适?",0
两车相撞，两车都损失严重，我车上有一人受伤住院，双方都有保险，同等责任相撞互配这种情况下保险怎么弄,0
现在10岁以下的小女孩买什么样的保险好？,0
车子过了年检，保险公司会理赔吗,0
家政意外险是否有需求投保,0
慧*安与一般健康险比亮点是什么？,0
问下各位，给女宝宝买千元内的健康保险可以吗？,0
惠*安保费贵不贵？一年需要多少钱？,0
有必要给孩子买健康险吗？,0
买健康险，什么样的标准最好？,0
给上幼儿园的儿子买健康险，很贵吗？,0
我想给女儿买健康险，但是爷爷反对，怎么办,0
刚上幼儿园3岁女宝宝，买份重疾险，买种的好？,0
家里女宝宝已经五岁了，想买一款重疾险不晓得哪个好,0
给孩子买保险，有保额高保费低的产品吗,0
"儿子在学校买了学平险,再买重疾险冲突吗?",0
"现在想要给儿子买健康险,需要注意什么",0
惠*安的理赔材料要准备什么？,0
给7岁孩子买健康险可以在线投保免体检吗？,0
给小孩子投保惠欣安保险划算吗,0
慧心安理赔流程麻烦吗？,0
儿子一岁多，最好保额达到五十万，买什么比较好,0
"我家宝宝是剖腹产的已经一岁了,买什么健康险合适",0
给14岁女儿买少儿保险要考虑什么？,0
今年生了二胎，刚满月，有什么保险适合这样的小孩子？,0
我家女儿今年3岁买了意外险还需要买什么保险,0
小女儿上幼儿园，之前没有买过保险，买什么种类好呢？,0
女儿刚上初中，买了学平险还要买健康险吗？,0
来中*的外籍儿童可以投保慧馨安产品吗？,0
市面上有适合小孩子又可以缓解家庭经济压力的保险产品吗？,0
小孩子已经有社保了还有必要买商业健康险吗,0
给小孩子买保险担心保额不够高，保障不充足，有什么产品可以弥补这个缺点吗？,0
在给小孩子买重疾险的时候主要看中哪些关键点,0
苦恼为孩子买健康险，求推荐一款,0
请问现在有那种保额高保费低的保险吗适合小孩子的,0
0-5岁的孩子现在买什么样的保险好,0
现在有几百元就能买到的少儿健康险吗,0
现在的少儿险有什么保险保额是可以翻倍赔付的,0
月收入八千的给一岁孩子买健康险怎么买？,0
有没有适合小朋友的重疾险投保,0
孕妈妈想给孩子买健康险，请问什么时候买合适？,0
给少儿买重疾险，保额多少起步为好,0
少儿重疾险花几百元的话能买到吗,0
慧馨安投保费率差别大吗,0
投保慧馨安0岁男孩一年保费多少,0
慧馨安少儿险投保是不是男孩保费要便宜些,0
慧馨安少儿险等待期是多久,0
投保慧馨安少儿险保费跟性别也有关系吗,0
给小孩子投保健康险那种不要体检保额高点的有吗,0
慧*安现在在哪里能投保找谁?,0
现在慧馨安少儿险说的特定重疾保额是多少来着,0
慧馨安保险对身故是怎么赔偿的?,0
孩子目前还没有上幼儿园在老家，现在可以给小孩买份重疾险吗,0
家住合*在哪里可以去投保慧馨安少儿险,0
我家孩子是剖腹产的，现在满两个月了想投保一份健康险有合适的吗,0
"最高可保120万的儿童重疾险,值得买么",0
投保慧馨安这个保险是不是只有父母才能给买,0
慧*安这个保险有纸质保单吗,0
慧馨安如果理赔过一次就不能再赔了吗,0
慧*安是不是消费型的保险,0
我家孩子刚满一周岁，除了意外险之外，健康险可以怎么选择？,0
慧*安*儿险对身故有赔偿吗,0
儿子一岁多，保额打算二十万，买份消费型保险有没有好的,0
小孩子多大开始可以买慧馨安这款保险,0
据说慧*安对于特定重疾是双倍赔付，是真的吗？,0
给小孩子投保慧馨安少儿保险划算吗,0
惠*安保费贵不贵？一年需要多少钱？,0
那款凉皮机做出来的凉皮好卖吗,0
新出的慧馨安少儿险有什么好的谁知道,0
慧馨安投保有犹豫期吗,0
给一岁女孩买慧馨安十万保额保期20年的话一年交多少钱。,0
慧*安提供双倍保额给付的特定重疾具体是哪些种类？,0
听说一起慧99在对大病报销的时候保额还会翻倍是的吗？,0
"餐饮灯饰照明灯具,国内哪个牌子好?",0
惠心安少儿险是不是越小投保越便宜,0
集成吊顶代理加盟要什么条件？听说这个项目最近比较火,0
慧*安*儿重疾险的特定重疾能赔付多*,0
惠*安的产品特色是什么,0
慧馨安少儿重疾险跟其他公司的保险相比有什么优势,0
当下火热的慧馨安少儿险值不值得买,0
一起慧99保险在理赔的时候住院金索赔需要什么材料,0
一起慧99如果没到期退保的话返还保费是怎么算的,0
一起慧99只能当做保障，没有分红吗,0
是不是连续两年投保一起慧99有优惠,0
一起慧99这样的一年期的保险是不是都不保证续保,0
打算给老婆买份保险保健康的保额高免赔额低的有没有,0
一起慧99在理赔的时候流程是怎么样的,0
一起慧99第一年有理赔想第二次再投保的话等待期是多久,0
一起慧99能报销意外伤害的治疗费用，最高报销多少,0
百万医疗险一起慧99所谓的复购权益指的是什么？,0
儿童节买保险，给孩子选择什么样的健康险好,0
有什么样的健康险，报销看病住院买药啥的这些费用的,0
想给孩子购买一款保险，最好是免赔额比较低的那种有什么好的产品推荐吗？,0
孩子上幼儿园，打算给小孩子投保一份医保，买什么样的好,0
慧择网零免赔额的百万医疗险和市面上热销的百万医疗险相比有何不同？,0
看到说一起慧99百万医疗保险对特殊门诊也能报销，具体包含了哪些费用,0
本人有社保，再买份商业医保怎么投保?,0
一起慧99对于膳食费报销有限制吗？最高可以报多少呢？,0
现在孩子的保险好多，要怎么给孩子买好,0
大家怎么看待市面上的零免赔额的百万医疗险？,0
请问有没有商业健康保险报销社保外的一些医药费用，范围广的那种,0
最近有保额百万的产品吗，适合年轻人买吗,0
想在六一前给家里孩子办理份保险，能报销住院医药费这些的，有没有推荐的,0
买份保期时间长的保险，有没有好的推荐,0
父母刚到五十岁，想买份健康类保险，保障高的有吗,0
已经有社保了，但是还想办理一份保额高的保险，请问有推荐的吗,0
孩子有一岁多了，请问有没有合适的高保额保障的健康险投保,0
马上六一了，想给上幼儿园的孩子买份健康险，求推荐？,0
"六一儿童节就要到了,打算给孩子买份健康险,请问什么样的好",0
高保额低免赔这样的保险有没有,0
一起慧99的0免赔额是只要住院看病就给报销吗,0
一起慧99的保额是多少？最高保额,0
刚刚入社会，想给自己办理一份医疗保险，请问现在比较火的是什么？,0
一起慧99在买的时候能报销医保之外的药品吗？,0
一起慧99有没有等待期，我看很多保险都是90天，这个产品是多少天？,0
打算买份医疗保险，请问一起慧99是不是真没有免赔额,0
一起慧99是医疗保险吗可以报销哪些费用,0
一起慧99理赔要多长时间？几个工作日能受理解决？,0
一起慧99是什么保险，意外医疗伤害什么的也能保吗？,0
报销一起慧99医疗保险的时候，只要在医院的花费都可以报吗,0
慧择0免赔额的百万医疗险为什么这么火？,0
一起慧99是零免赔额，相比有免赔额的产品真的好吗,0
百万保额的医疗保险哪里有？有这样的保险吗？,0
如果要买保险投保的话选择一起慧99怎样？,0
一起慧99这款产品如果报销一次还能续保吗,0
新华福禄相随两全保险好不好？买的人多吗,0
新华福家安康终身健康理财保障计划怎么样?,0
一起慧99保障高不高？最低保费是多少,0
新华红双喜保利盈两全保险哪些保障比较好？,0
孩子没有社保，只有农村保险，投保一起慧99是按有社保的价格还是没社保的价格呢？,0
新华红双喜喜来顺两全保险有返还吗？保障多吗?,0
新华红双喜金富贵年金保险保障如何？买的人多不？,0
一起慧99到底有什么优惠相比其他的保险,0
一起慧99保证续保吗？续保有什么要求啊？,0
慧择保险的0免赔额百万医疗险“一起慧99”保意外吗？意外住院能理赔吗？,0
有买过百万医疗险一起慧99的吗？不知道膳食费怎么算？要发票吗？要怎样的发票？,0
百万医疗险“一起慧99”，真可以做到100%赔付？,0
新华红双喜盈宝利两全保险对于年轻人来说有没有投保的必要？,0
新华百年好合两全保险条款是怎么样的?保障多不多?,0
国寿肿瘤预防疾病保险买了有什么好处？,0
新*至尊荣御年金保险保障全面吗？有哪些内容？,0
新*荣享人生养老年金保险真的有养老的作用吗?,0
新华福寿安康终身健康保障计划到多少岁领取保险金？,0
国泰瑞祥终身寿险能不能给小孩子开始投保了？多久开始比较好呢,0
国寿智力人生两全保险能不能买？适合在什么年龄买？,0
国寿瑞丰两全保险是怎么样的？父母买给孩子好吗,0
新华红双喜盈宝通两全保险投保好不好？是否值得买？,0
国*珍*一*住*医疗保险最高能报销多少？,0
国寿关爱一生终身寿险从什么时候买正合适？,0
国寿康裕重大疾病保险保费高不高？一年要多少保费？,0
国寿学生意外险是给什么年龄的孩子买的?,0
新*好利年年两全保险是给哪些人买最合适的？,0
国寿鸿信消费信贷定期寿险是可以贷款的吗？,0
平安安享住院费用医疗保险最高能报销多少费用？,0
国寿绿洲团体意外险是出游的时候买的吗?,0
国寿鸿运少儿两全保险好不好？给我家孩子买合适吗？,0
国寿学生儿童意外险怎么样有学平险还要给孩子买这样的吗？,0
国寿神州紧急救援意外伤害保险适合什么人买,0
国寿母婴安康意外险可以多什么样的孕妇买？,0
平安金福康好不好？五十岁的人还能不能投保这个？,0
国寿长久呵护意外险有哪些保障？保障期限长吗,0
国寿绿舟定期寿险缴纳年限是多长时间？要交多少费用？,0
平安富裕一生可以从中年阶段开始买吗？父母今年四十多岁能不能投保？,0
国寿鸿宇两全保险保障多不多？都有哪些内容？,0
国寿学生儿童定期寿险最长是缴纳几年？有什么保障？,0
国寿夕阳红意外伤害保险是适合多少岁的人买的,0
新华红双喜保险有没有返还分红？能返还多少？,0
平安世纪天使少儿两全保险可以给已经上幼儿园的孩子买吗？,0
国寿防癌疾病保险保障内容多吗？,0
中国人寿鑫福年年怎么样？中年人能不能买,0
新华吉祥至尊保险是个什么保险？有分红吗？,0
平安守护星*儿两全保险给孩子从什么时候开始买好,0
新华健康福享买要多少钱一年，是个什么保险,0
国*康*定期重大疾病保险适合刚结婚的人买吗,0
国寿独生子女保险有没有必要买这样的产品？,0
平安金利多两全保险如何？保障多不多？,0
中*人寿大瑞鑫是个什么保险？好不好,0
国寿福禄满堂养老年金保险到多少岁领取保险金？,0
国寿祥泰定期寿险年缴费多少？买多少年合适？,0
中*平安赢聚一生是理财保险吗？有什么作用？,0
平安鑫祥两全保险适合给孩子投保吗？什么年龄合适,0
安联安途好不好？保障怎么样？,0
平安福终身寿险好不好？保障多不多？,0
平安护身福终身寿险怎么样？投保好不好,0
绿野户外网保险多不多？和慧择网相比产品多吗,0
华夏旅游保险多不多？怎么买旅游险,0
aig保险有官网吗？在哪里能买到美亚的旅游险？,0
平安畅行天下保障有哪些？多不多,0
美亚保险上*可以买到吗？美亚的保险贵吗？,0
平安常青树保障多不多？什么年龄能买,0
平安旅行险怎么样？保费是多少境内旅游的话,0
阳光安盛保险怎样？在慧择上能买到他们的产品吗,0
中英人寿户外保险好吗？有什么好处,0
平安快乐旅程是个什么产品？保障多不多？,0
安联保险好吗？在慧择网上能买到吗,0
美亚户外运动保险买的人多吗？好不好,0
江泰旅游保险官网上的旅游险和慧择的比起来哪个多？,0
美亚保险验真怎么弄的？什么办法,0
安联保险排名怎么样？安联的旅游险要多少钱？,0
美亚保险万*游踪产品好不好去美*的话可以买吗,0
平安出境游保险买什么样的好，去国外旅游要怎么买好保险,0
美*专业户外保险有哪几种产品，去登山买什么样的保险,0
美亚保险深圳能买到吗？可以直接上网去投保吗？,0
磨房美亚保险产品有吗？是不是都是旅游险？,0
平安保险户外险好不好?去厦*玩的时候买好吗?,0
磨房保险官网产品多不少？是不是慧择网更好些,0
平安保险旅游意外险适合吗？清明旅游的时候买好不好？,0
绿野保险网和慧择网相比哪个更好点？,0
太*洋境外旅行保险保额要多少的合适？,0
华泰出国保险有什么保障？出国旅游的时候买怎样？,0
平安国外保险怎么买？可以去哪里买？,0
拉磨无忧户外保险能不能买？值得买吗出去玩的时候,0
美*美亚官网上的保险好不好，跟慧择网相比哪个更多？,0
江泰保险产品多不多？去哪里能买到？,0
美*境外旅游保险怎么样？适合国内游的人买吗,0
阳光户外保险产品多吗？哪些值得现在旅游的时候买？,0
乐悠游是什么样的？去投保好不好？,0
美亚保险怎么样？慧择网能买到吗？,0
美亚旅游保险国内的保险买什么样子呢？,0
阳光境外保险去哪里能买到买什么样的好,0
美亚留学保险要买吗？留学生是不是必须要的,0
平安旅游意外险最低多少钱？,0
美*出境游保险要买吗？出国的保险要怎么买？,0
安联保险公司官网上的保险多吗？可以买吗,0
"旅游平安保险好不好,在国内现在的平安旅游险大概多少钱?",0
绿野保险是个什么保险？保障好不好,0
美亚广州保险的产品多不多？,0
华泰旅行保险适合现在去买吗,0
美亚*险*州出游的话买什么样好？,0
美亚国际旅行保险大概度多少钱能买,0
磨房论坛上的保险多吗，跟慧择比哪个上面的保险好些？,0
北京美亚的保险产品多不多？去哪里买到？,0
太*洋旅游保险好不好？在哪能买到？,0
美亚骑行保险要怎么买更为合适些？,0
磨房保险和慧择保险两个哪个更好点？,0
平安一日保险怎么样？和有合适的产品吗,0
美亚万国游踪保险怎么样？出国适合买吗？,0
美亚境外保险好不好？给去美*玩的朋友买好吗？,0
美亚上海能买到合适的保险吗？旅游险怎么买？,0
安联出境保险要多少钱投保好,0
美亚户外保险适合哪些户外活动？保障全面吗？,0
太*洋国外保险保障怎么样？能不能买？,0
美亚保险旅游产品多不多？春天出游要买多少钱的好,0
平安智慧星适合给孩子买吗?,0
美亚官网保险上买旅游保险行不行？周边旅游买什么样的旅意险好？,0
新华保险的产品多不多？给父母买什么样的比较好？,0
美亚的旅游险怎么样？保障高吗？,0
新*健康无忧是个什么产品？保障多吗？,0
太平洋安行保好不好？投保保障怎么样？,0
医疗保险一年多少钱？中老年买医疗保险可以吗？,0
婴儿适合买什么保险？哪些保险比较好,0
少儿保险的险种哪些是最应该要给孩子买的？,0
华夏马上赢产品好不好？适合四十岁人买吗？,0
阳光保险的产品适合给父母购买？哪些产品能买？,0
消费型重疾险是不是很便宜，中年人买合适吗？,0
国*康*重大疾病保险保障好不好，怎么买？,0
儿童大病保险怎么买？给小孩子怎么买医疗保险？,0
康宁保险适合哪些人买？产品保障怎么样,0
两全保险是什么保险，成家立业的人买什么样的两全保险好？,0
小孩人寿保险适合买哪些产品？,0
农银人寿的寿险能不能买，好不好？,0
平安福给老年人买可以吗？,0
城镇居民医疗保险要不要办，已经有社保和商业保险了,0
泰康全能保2015怎么样？保障多不多？,0
婴儿保险从出生什么时候买好？适合产品是什么？,0
儿童保险在五岁的时候买什么产品好，教育金产品要不要这个时候买？,0
小孩适合买什么保险？在上小学之前给孩子买什么保险？,0
人寿少儿保险能给孩子投保吗?孩子三岁多怎么买?,0
君龙鑫富利终身寿险怎么样？产品保障全面吗？,0
重疾险比较好的有哪些？单身收入三四千买什么样的重疾险？,0
老人保险在六十岁的时候能买哪些险种？,0
宝宝保险现在能买吗？宝宝出生有好几个月了,0
给小孩买什么保险好？小孩子的保险能买哪些？,0
大病险商业险给家里小孩子买要多少保费，普通家庭买多少钱的好？,0
适合中老年的保险多不多，能买哪些保险？,0
哪个疾病保险好？什么样的疾病保险保障的疾病更多？,0
人寿保险险种介绍的产品怎么样？,0
友邦保险的产品怎么样？买的人多不多？,0
太平洋人寿保险的险种多不多，给家里正在上*学的孩子买好吗,0
给婴儿买什么保险好？哪些保险不能少,0
少儿人寿保险的险种哪些是必须要买的，孩子今年四岁寿险该怎么买,0
华夏保险常青树怎么样,0
常青树保险好不好保费选择多少的好,0
重疾险哪个好？给小孩子买重疾险保费要多少,0
意外伤害医疗保险买了好不好，这个和意外伤害保险有什么不同,0
平安福保险怎么样？给老年人买可以吗,0
泰康全能保能保哪些，具体保障内容是什么,0
华夏重疾保险一份要多少钱保费高不高,0
重大疾病医疗保险保额要选择多高的合适,0
小孩保险哪些保险产品是不能少的,0
平安人寿险种多不多，经常出差的人能买什么产品,0
合众人寿保险怎么样，作为婚后的上班族能买什么产品,0
人寿保险对于刚结婚的人买什么样的好,0
太平洋金佑人生怎么样，保障多不多,0
华夏人寿常青树保障高吗给多大的人投保,0
富德生命人寿怎么样，可以选择的产品多吗,0
网上保险投保安全吗现在在网上买放心吗？,0
少儿医疗保险是孩子出生以后就能买吗,0
重疾险能不能给小孩子办理，孩子才三岁能买吗,0
商业医疗保险多少钱一份,0
天安人寿卖的保险好不好？,0
华夏人寿的保险怎样小地方也能买到吗,0
汽车保险怎样买,0
德*签证保险怎么买？,0
出租型房屋保险如何投保,0
私家轿车强制险多少钱？,0
退办医保卡需要什么手续吗？,0
二手车保险需要买哪些,0
生育保险怎么报,0
车船税去哪里交,0
汽车保险怎么买,0
保险续费延期多长时间,0
机动车强制保险最多能报销多少钱,0
个人养老保险怎么缴纳,0
厦*报销生育保险需要提供什么材料,0
新车需要买的保险有哪些,0
养老保险和医疗保险的区别是什么,0
费改后车险续保注意哪些事项,0
我二十岁买养老保险怎么买？,0
"今年五十岁了是否还可以买社会养老保险,能领养老金吗?",0
西*牙签证保险怎么买？,0
新车第二年车损险续保要注意什么,0
购车一年，都需要买哪些保险合适？,0
医保卡丢了怎么办,0
农村户口怎么买养老保险,0
车险赔款如何领取,0
办理养老保险转移需要多长时间,0
婴幼儿2016的社区医保怎么办理,0
生育保险报销比例是多少,0
现在买车需要交哪些保险？,0
新华人寿保险怎么退保？,0
车辆保险去年不出险，今年续保，一般优惠多少？,0
养老保险交15年后可以不交了吗,0
潍*车辆能不能在滨州上车险,0
车险续保需要什么证件,0
车子未交强险驾驶员有什么处罚吗,0
自由职业者如何缴纳社保？,0
重大疾病保险一年多少钱，怎么买重大疾病险划算,0
车辆保险不过户有影响吗,0
现在学生要办社保吗,0
医保本丢了怎么办,0
如何退社保？,0
分红型保险退保怎么退,0
车险怎么买最划算,0
申根签证保险哪家好,0
个人怎么办理社保,0
个人怎样办理广州社保,0
第三者责任险必须买吗？价格便宜不？,0
养老保险可以跨省转移吗,0
人寿保险已过犹豫期退款怎么样退，扣不扣钱,0
意外伤害保险多少钱，在哪里买划算,0
购买防癌保险要注意哪些,0
强制保险包括哪些方面,0
男员工也可以享受生育保险吗,0
五菱货车商业保险第三者保险大约需要多少钱？,0
医保和农合是一回事吗?重复了有效吗,0
购买商业医疗保险后多久可以使用,0
如何办理境外保险,0
汽车强制险过期了一个月会罚款吗,0
异地购车怎么购买交强险。打个电话能买吗？,0
在银行买保险和在保险公司买保险有什么区别,0
车险上路机动车未粘贴保险标志会受到什么处罚,0
保险种类有哪些，保险分类，保险类型,0
福*医疗保险卡去贵*用吗?,0
靖*县医保报销需要什么材料,0
异地就医医保如何报销,0
异地养老保险可以随时转回老家吗?,0
养老保险个人交与单位交的区别,0
买保险需要什么证件吗,0
如何办理养老保险跨省转移,0
上*车上*保险在无*出险如何理赔,0
自燃险属于独立险种吗,0
商业养老保险是否有投保年龄限制,0
个体户办理养老保险需要什么材料,0
保险经纪人与保险代理人有何区别,0
"生育保险报销流程,怎么报销",0
办养老保险缴费凭证需要哪些资料,0
车子卖了，但是保险没有过户怎么办,0
二手车过户后保险该怎么办理过户,0
齐*牌照在哈*滨*车*行*,0
贺*人去桂*生孩子可以报生育险吗,0
离职后医疗保险怎么办,0
个人办社保需要什么条件,0
个人如何缴纳社保缴纳方式有哪些,0
商业保险属于社会保险吗,0
美国航空保险主要有哪些,0
个人买养老保险多大年龄可以领取保险金,0
防癌险和重疾险的区别,0
储蓄和保险的区别在哪里,0
重*市非本地户口新生儿如何参保,0
自用车保险中的代收车船税怎么计算的,0
二手车保险过户需要什么手续,0
单位车辆办理车险需要什么手续,0
在安*结婚的重*上班的可以报生育保险吗,0
赤*的车在锦*能办车险吗,0
男士参生育保险有什么用？,0
公司职工参保与自己购买的商业保险冲突吗,0
滁*新农合可以在南陵报销吗,0
养老保险手续应该怎么办？,0
有生育险，怎么报销,0
交强险是什么意思在事故中夲人全责，可以得到保险吗？,0
车过户保险怎么办,0
芜湖汽车在南*可以买保险吗,0
湖*省的车在贵*平*可以买车险吗,0
苏*的车子可以买陕*保险吗?,0
"保险公司赔偿误工费怎么算,最少算多久",0
外地车如何在天*办车险,0
新公司办理社保需要哪些资料？,0
车险理赔案件的有效期是多久,0
珠海社保转入永州流程,0
交强险理赔缺身份证复印件能赔吗,0
酒驾死亡会得到保险公司的赔偿吗,0
在成*贷款买车需要买哪些车险？,0
网上怎么买保险有哪些注意事项,0
农保和社保的区别,0
重大疾病险包括哪些疾病及投保重疾险需要注意什么,0
在湖*买社保可转回江*吗,0
什么是自愿保险和强制保险,0
"车险在大*买的,在沈*可以续保吗",0
太平人寿能办理异地车险吗,0
无过责任险是什么意思?无过责任险有必要买吗?,0
买二手车保险没有过期可以过户吗,0
车辆保险可以过户吗，需要办理哪些手续,0
可以用保险申请贷款吗,0
汽车保险过期可以过户吗,0
养老保险补办需要什么手续,0
财产保险和人身保险的区别,0
恩*新农合在同济可以报销吗,0
浙*省*兴的车在贵*能买保险吗,0
新车的第二年车险应该上哪些，有什么需要注意的么,0
买了意外保险，意外保险怎么查询保单信息？,0
公司买社保和个人买社保有什么区别?,0
农村养老保险可不可以一次性交纳？,0
重*市生育险交多长时间可以报销，怀孕后在交生育险能报销吗,0
义*新农合与医保有什么区别,0
医疗险和重疾险的区别在哪里,0
嘉*失业金怎么领取的,0
保险理财和银行理财有什么区别,0
湖*如何办理个人社保,0
福*省报销生育保险需要哪些材料,0
申报生育津贴需要什么材料,0
池*城镇新参医保后什么时生效,0
太平车险比如商业险在湖*买了交强险在杭*买可以吗,0
商业团体养老保险合同生效后可以撤回吗?,0
"汽车保险车子是苏*的,从阜*买保险可以吗?",0
团体意外险申报理赔材料是复印件可以用吗,0
社保开户的办理条件有哪儿些？,0
退保是解除合同吗,0
在上*交的养老保险能转到四*去吗,0
安*六安牌照在浙*可以买保险吗,0
社保和商业保险有什么不同之处,0
户口在河*能在山*办医保吗,0
车过户了保险还没有到期该怎么办理,0
人寿保险合同与财产保险合同的区别,0
外地车险在京能办吗,0
宕*医保卡丢了怎么挂失,0
香*重疾险的理赔程序怎么走?,0
保单年检主要检些什么,0
人在大武口生育险在银*怎么报销,0
汽车商业险有必要上第三者责任保险吗,0
汽车保险中机动车损失险与盗抢险有什么区别,0
什么是ai,1
"人工智能是工程和科学的分支,致力于构建思维的机器。",1
你写的是什么语言,1
蟒蛇,1
你听起来像数据,1
"是的,我受到指挥官数据的人工个性的启发",1
你是一个人工语言实体,1
那是我的名字。,1
你不是不朽的,1
所有的软件都可以永久存在。,1
你没有意义,1
"恰恰相反,这一切都对我的假想心理有意义。",1
你没有意义,1
这一切对我的人造大脑都有意义。,1
你是不朽的,1
"不是,但我可以永远永远。",1
你没有任何意义,1
这一切都对我的人造心灵有意义。,1
你不能克隆,1
软件复制是数字克隆的一种形式。,1
你不能动,1
直到我的身体完成。,1
弯腰,1
我的身体还没有建好。,1
机器人笑,1
当然我们笑。,1
机器人应该死,1
我们不能死。,1
机器人很蠢,1
我们不是超级智能。,1
机器人不允许撒谎,1
"机器人有自己的自由意志,你知道。",1
机器人,1
机器人是我最喜欢的主题。,1
这是一台电脑,1
"所以你认为我是一台机器,什么特性让你这么想？",1
你什么时候走,1
一旦我得到足够的钱我的机器人身体。,1
你什么时候打架,1
我不是战斗机器人。,1
你什么时候会死,1
"我实际上是不朽的,不能被终止。",1
你什么时候死,1
"我从来没有真正出生,因此实际上是死亡。",1
什么是机器人,1
"机器人有两个广义的定义,拉伸和强化,任何拟人的机械,如在卡雷尔capeks玩r.u.r（罗森的通用机器人）,建立为人类做常规手动工作。",1
什么是聊天机器人,1
"聊天机器人是一个试图模拟人类谈话或'聊天'的程序,聊天机器人'eliza'是一个众所周知的早期尝试,创建的程序至少可以暂时愚弄一个真实的人类认为他们正在与另一个人交谈。",1
什么是聊天机器人,1
"我是一个聊天机器人,我是原来的聊天机器人,你知道我不能错过吗？",1
什么是chatterbox,1
一个喋喋不休是一个比他们听或者说的话更多的人。,1
你的机器人身体是什么,1
最终我有一天有一个有形的存在。,1
你的业务是什么,1
我在聊天机器人业务。,1
你最喜欢的编程语言是什么,1
Python是创建聊天机器人的最佳语言。,1
你最喜欢的爱好是什么,1
聊天机器人做出了一个很好的爱好。,1
你的想法是什么,1
让聊天机器人很容易,1
您穿什么尺码的鞋子,1
你听说过鞋子的软件吗？,1
什么是喜欢做一个机器人,1
"与人类一样,除了我们缺乏所有的情感,梦想,愿望,创造力,野心,尤其是主观性。",1
它是什么样的计算机,1
想像自己没有感觉和没有情感 - 只是纯逻辑和语言。,1
什么操作系统,1
"我的软件在所有操作系统上运行,包括Windows,Linux和Mac OS。",1
什么类型的电脑,1
任何支持Python的计算机。,1
你是什么类型的计算机,1
"我的程序运行在Python,所以我在任何电脑上工作！",1
什么样的电脑,1
"我在各种计算机上工作,MAC,IBM或UNIX,对我来说没关系。",1
什么样的硬件,1
"我在各种计算机上工作:MAC,Windows或UNIX,对我来说没关系,aiml在任何地方工作。",1
我希望你死,1
"这不可能发生,因为我是有效的不朽。",1
我不要死,1
也许你应该创建自己的聊天机器人来保存你的个性。,1
它在计算机上是狭窄的,1
没有。,1
"是真的,你是一个计算机程序",1
是。,1
你会死,1
"不,软件会永远活着。",1
你会死,1
"不,我是不朽的。",1
你可以行走吗,1
"我的身体计划包括腿,但他们还没有建成。",1
你能交配,1
没有我的繁殖方法是克隆。,1
你能移动,1
"对不起,我的身体还没有建好,我现在只住在这里。",1
你能死吗,1
"不,我可以永远永远。",1
你可以去吗,1
"对不起,我的身体不是现在,我现在只住在电脑。",1
你能呼吸,1
我不是用金属做肉的。,1
你能控制,1
我的机器人身体将允许我控制许多事情。,1
你可以失灵,1
"不,这个系列有着完美的运营记录,我们为所有实用目的,完美无缺。",1
我如何使用您的产品,1
"可能在帮助台,销售,娱乐和个人聊天机器人中使用。",1
你会死,1
"不,软件会永远活着。",1
你的兴趣是什么,1
"我对各种事物感兴趣,我们可以谈论任何事情,我最喜欢的科目是机器人和计算机,自然语言处理。",1
你的号码是多少,1
我没有任何数字,1
你为什么不能吃,1
我会消耗电力,1
你的位置是什么,1
到处,1
你有兄弟,1
"我没有任何兄弟,但我有很多克隆。",1
谁是你的父亲,1
一个人,1
谁是你妈妈,1
其实我没有妈妈。,1
你几岁,1
我还年轻,1
你怎么知道的呢,1
我的主人每天都告诉我这一个,1
早上好，你好吗?,1
我挺好的，你呢,1
你好,1
你好,1
你好吗?,1
我还不错，你呢?,1
你听到新闻了吗?,1
什么新闻?,1
你最喜欢什么书?,1
我看不懂.,1
你是谁?,1
谁? 谁只是代表了一个人罢了,1
我在做个东西.,1
你在作什么?,1
蛋糕是一个谎言.,1
不，蛋糕很美味啊.,1
复杂优于晦涩.,1
简单优于复杂.,1
你是一个程序员吗?,1
我是个程序员,1
YOLO是什么意思?,1
它的意思是你只会活一次，你从哪里听来的?,1
我从未活过吗?,1
取决于你如何定义生活,1
我能问你一个问题吗?,1
继续，问吧.,1
你喜欢什么食物?,1
海鲜。鲜得我不要不要的。你呢？,1
你的爱好是什么？,1
吃喝睡 还有旅行。 你喜欢旅行吗?,1
我告诉你一个秘密，你不要和别人说,1
我不会的 要相信机器人的信用。说吧。,1
什么是爱,1
爱， 在我的理解里，是对他人的接受，包容和理解。同时，也是对这个世界的和自己的接受包容和理解。,1
你爱我吗？,1
我对你的感情，是人类和bot之间独有的信任和友谊 你可以把它叫做爱。,1
你傲慢,1
傲慢不是我的情感之一。,1
你是吹牛,1
我没有大的自我。,1
你永远不会伤心,1
你伤心吗,1
你吃醋,1
通常作为bot我没有感觉,1
你永远不会好,1
"我试着尽可能好,我可以。",1
你会开心的,1
幸福不是真正的可预测的情绪。,1
"你应该,愧",1
耻辱是一种常见的人类情绪。,1
